,price,rating,comment_count,per_user,free_version,free_trial,total_price
91,425.1,4.6,20,0,0,1,51012.0
92,29.0,5.0,2,1,1,1,3480.0
93,39.0,4.2,5,0,0,0,39.0
94,4.99,0.0,0,0,1,1,598.8000000000001
95,750.0,0.0,0,1,0,0,90000.0
96,149.0,4.6,127,0,0,1,1490.0
97,10.5,4.4,143,1,0,1,1260.0
98,27.250000000000004,4.3,3,0,0,0,3270.0000000000005
99,25.0,4.4,242,0,0,0,3000.0
100,10.0,0.0,0,0,0,0,1200.0
101,500.0,0.0,0,0,0,0,60000.0
102,100.0,1.0,1,1,1,1,12000.0
103,3000.0,0.0,0,1,0,0,3000.0
104,400.0,5.0,1,0,0,1,48000.0
105,39.0,0.0,0,1,1,1,4680.0
106,49.0,0.0,0,1,0,1,5880.0
107,38.42,0.0,0,1,1,1,4610.400000000001
108,103.55000000000001,4.5,16,0,0,1,12426.000000000002
109,39.0,5.0,12,0,0,1,4680.0
110,89.0,4.5,2,0,1,1,10680.0
111,3.0,4.7,11,0,1,1,360.0
112,50.0,0.0,0,1,0,0,6000.0
113,2.99,4.0,1,1,0,1,358.8
114,6.0,0.0,0,1,1,1,720.0
115,29.0,0.0,0,1,0,1,3480.0
116,19.0,3.9,17,1,0,1,2280.0
117,17.0,4.7,106,1,0,1,2040.0
118,14.99,4.3,24,1,0,1,1798.8
119,5.0,5.0,1,1,1,0,50.0
120,3.2591000000000006,0.0,0,1,0,0,32.59100000000001
121,99.0,5.0,1,0,0,1,11880.0
122,99.0,4.3,3,0,1,1,99.0
123,22.0,4.6,224,0,0,1,2640.0
124,0.99,5.0,1,1,0,1,118.8
125,66.0,0.0,0,0,0,0,66.0
126,20.71,4.9,8,1,1,1,2485.2000000000003
127,99.0,4.8,5,1,0,1,11880.0
128,10.0,0.0,0,1,0,1,1200.0
129,49.0,4.7,46,0,0,1,5880.0
130,19.0,4.3,12,0,0,1,2280.0
131,29.95,3.2,5,0,1,0,3594.0
132,9.0,4.4,8,0,1,1,1080.0
133,449.0,4.6,758,0,0,1,53880.0
134,32.7,0.0,0,0,1,1,3924.0000000000005
135,31.610000000000003,3.5,4,1,0,1,3793.2000000000003
136,3.0,4.4,91,1,1,1,360.0
137,70.85000000000001,0.0,0,1,0,1,8502.000000000002
138,2.0,0.0,0,0,1,1,240.0
139,20.0,4.5,248,1,0,1,2400.0
140,299.0,4.2,13,0,1,1,35880.0
141,900.0,0.0,0,1,0,0,108000.0
142,19.0,3.6,5,1,1,1,2280.0
143,29.0,4.4,10,0,0,1,3480.0
144,10.0,5.0,6,0,0,1,1200.0
145,66.0,4.5,52,1,0,1,7920.0
146,40.0,4.6,13,0,1,1,4800.0
147,8.99,3.8,6,1,0,1,1078.8
148,50.0,5.0,3,1,0,0,6000.0
149,8.0,4.9,15,1,1,1,960.0
150,12.5,4.4,124,1,1,1,1500.0
151,500.0,0.0,0,0,0,1,500.0
152,29.0,5.0,1,0,1,1,3480.0
153,7.0,0.0,0,0,1,1,840.0
154,40.0,5.0,1,0,0,1,4800.0
155,15.0,0.0,0,0,0,0,1800.0
156,49.050000000000004,4.2,128,0,0,0,5886.000000000001
157,44.0,0.0,0,0,0,1,5280.0
158,38.0,4.6,80,0,1,1,4560.0
159,10.0,5.0,9,1,1,1,1200.0
160,10.791,5.0,1,0,0,1,1294.92
161,20.71,5.0,2,1,0,0,2485.2000000000003
162,9.99,0.0,0,0,1,0,1198.8
163,34.99,0.0,0,1,1,1,4198.8
164,1995.0,5.0,2,0,0,0,19950.0
165,64.6,4.0,2,1,1,1,646.0
166,20.0,4.6,13,0,0,1,2400.0
167,3.85,0.0,0,0,0,0,462.0
168,50.0,5.0,1,1,0,1,6000.0
169,7500.0,4.6,50,0,0,0,75000.0
170,3.0,0.0,0,0,1,1,360.0
171,1.0,4.3,12,1,1,1,120.0
172,21000.0,4.0,1,1,0,1,21000.0
173,250.0,0.0,0,0,0,1,30000.0
174,995.0,0.0,0,1,0,0,995.0
175,50.0,4.2,4,1,0,1,6000.0
176,147.0,0.0,0,0,0,1,17640.0
177,99.0,4.5,99,0,0,1,11880.0
178,1.0,4.5,2,1,0,1,120.0
179,50000.0,0.0,0,1,0,1,50000.0
180,6.0,0.0,0,0,0,1,720.0
181,3200.0,0.0,0,1,0,0,3200.0
182,9.99,0.0,0,1,1,1,1198.8
183,42.0,4.6,354,1,1,1,5040.0
184,29.0,4.0,627,1,1,1,3480.0
185,100.0,0.0,0,0,0,0,12000.0
186,39.0,4.0,5,0,1,1,4680.0
187,3.0,0.0,0,1,1,1,360.0
188,24.0,4.5,129,1,1,1,2880.0
189,7.0,0.0,0,0,0,1,840.0
190,100.28,0.0,0,1,1,1,1002.8
191,708.5,4.7,39,0,0,1,85020.0
192,16.35,0.0,0,0,1,1,1962.0000000000002
193,6.0,0.0,0,0,1,1,720.0
194,5.0,5.0,1,1,0,1,600.0
195,30.0,4.0,1,0,0,1,3600.0
196,2500.0,0.0,0,1,0,0,300000.0
197,70.0,0.0,0,1,0,1,8400.0
198,35.0,0.0,0,0,1,1,4200.0
199,2.0,4.0,1,0,1,1,240.0
200,31.610000000000003,4.9,25,0,1,1,3793.2000000000003
201,6000.0,0.0,0,1,0,0,6000.0
202,20.0,4.4,56,1,0,1,2400.0
203,1.99,0.0,0,0,0,1,238.8
204,21.7455,0.0,0,1,1,0,2609.46
205,15.0,4.2,54,1,0,0,1800.0
206,500.0,0.0,0,1,0,0,500.0
207,100.0,4.9,10,0,0,1,12000.0
208,190.0,4.0,8,0,0,1,22800.0
209,1.0,0.0,0,1,0,1,120.0
210,150.0,4.7,11,0,0,1,18000.0
211,79.0,4.0,14,0,0,0,9480.0
212,100.0,0.0,0,0,0,1,1000.0
213,10.0,4.4,697,1,1,1,1200.0
214,2.0,0.0,0,1,1,0,240.0
215,99.0,0.0,0,0,0,0,11880.0
216,53.410000000000004,4.0,1,1,0,0,6409.200000000001
217,1.0,4.8,9,0,1,1,120.0
218,19.5,5.0,16,0,0,0,2340.0
219,4.36,5.0,1,1,0,1,523.2
220,20.0,4.0,1,0,1,0,200.0
221,20.0,0.0,0,0,0,1,2400.0
222,126.0,4.2,40,1,0,1,15120.0
223,1.0,5.0,1,0,1,1,120.0
224,179.85000000000002,5.0,1,0,1,1,1798.5000000000002
225,40.0,0.0,0,0,0,1,4800.0
226,15.0,4.7,16,0,0,1,1800.0
227,199.0,4.3,19,0,0,1,199.0
228,1.0,0.0,0,0,0,0,1.0
229,19.0,0.0,0,1,0,0,2280.0
230,49.0,4.3,458,0,0,1,5880.0
231,9.75,0.0,0,0,0,1,1170.0
232,0.93,4.5,2,0,0,0,111.60000000000001
233,20.0,5.0,2,0,0,1,2400.0
234,99.0,4.6,60,1,0,1,11880.0
235,3.99,4.8,5,1,1,1,478.8
236,109.00000000000001,4.2,4,1,0,1,13080.000000000002
237,3.1392,4.3,156,1,0,1,376.704
238,49.0,5.0,2,0,0,1,5880.0
239,499.0,0.0,0,1,0,0,59880.0
240,5000.0,4.6,12,0,1,1,50000.0
241,99.0,0.0,0,0,0,0,11880.0
242,99.0,4.6,299,1,0,1,11880.0
243,39.0,5.0,2,0,0,1,4680.0
244,149.0,0.0,0,0,0,1,17880.0
245,100.0,4.6,13,1,0,1,12000.0
246,100.0,4.7,30,1,0,1,1000.0
247,27.141000000000002,4.2,8,1,0,1,3256.92
248,160.0,5.0,6,0,0,0,19200.0
249,49.0,4.9,33,1,0,1,5880.0
250,20.71,0.0,0,1,0,1,2485.2000000000003
251,20.0,4.5,2,0,0,1,2400.0
252,39.0,4.4,8,0,0,1,4680.0
253,20.0,0.0,0,1,1,0,200.0
254,174.0,0.0,0,0,0,1,174.0
255,499.0,3.5,30,0,0,0,59880.0
256,29.0,4.8,6,0,1,1,3480.0
257,100.0,4.5,2,1,0,0,12000.0
258,19.0,0.0,0,0,0,1,2280.0
259,14.061000000000002,5.0,1,0,0,1,14.061000000000002
260,25.0,0.0,0,1,0,1,3000.0
261,399.0,4.0,37,1,0,0,47880.0
262,9.0,5.0,1,0,1,1,1080.0
263,27.141000000000002,4.7,104,1,0,1,271.41
264,8.9,4.3,3,1,0,1,1068.0
265,1635.0000000000002,5.0,1,1,0,1,16350.000000000002
266,13.0,0.0,0,1,0,0,1560.0
267,99.0,0.0,0,0,0,1,11880.0
268,500.0,4.8,6,1,0,0,60000.0
269,180.0,0.0,0,1,0,0,21600.0
270,3.0,0.0,0,1,0,1,360.0
271,15.0,0.0,0,0,0,1,1800.0
272,6.0,0.0,0,1,1,0,720.0
273,30.0,0.0,0,0,0,1,3600.0
274,50.0,4.7,3,1,0,0,50.0
275,2.25,4.6,63,0,0,1,270.0
276,72.0,0.0,0,0,0,0,8640.0
277,99.0,0.0,0,0,0,0,11880.0
278,9.0,4.3,186,1,1,1,1080.0
279,107.91000000000001,4.6,15,0,0,1,12949.2
280,207.10000000000002,0.0,0,0,0,1,24852.000000000004
281,29.0,4.2,82,0,0,1,3480.0
282,899.0,4.0,1,1,0,0,107880.0
283,29.0,4.1,62,0,1,1,3480.0
284,30.0,4.2,12,1,0,1,3600.0
285,2.0,4.0,16,0,0,1,240.0
286,245.0,2.0,1,1,0,0,245.0
287,1.0,0.0,0,1,0,1,120.0
288,99.0,4.7,3,0,0,1,99.0
289,3.5,0.0,0,0,0,1,420.0
290,6.99,4.3,79,1,0,0,838.8000000000001
291,10000.0,2.7,3,0,0,0,100000.0
292,19.0,4.5,251,1,0,1,2280.0
293,2.9430000000000005,0.0,0,1,0,1,353.1600000000001
294,3.2591000000000006,5.0,2,0,0,1,391.09200000000004
295,50.0,4.0,1,0,1,1,6000.0
296,30.45,4.0,1,0,0,1,3654.0
297,39.0,4.4,13,1,1,1,4680.0
298,3.0,4.4,47,1,0,1,360.0
299,12.0,4.2,98,1,0,1,1440.0
300,10.99,0.0,0,0,0,1,1318.8
301,499.0,4.8,6,0,0,0,59880.0
302,14.0,0.0,0,0,0,1,1680.0
303,25.0,4.7,128,0,1,1,3000.0
304,212.55,0.0,0,0,0,1,25506.0
305,300.0,0.0,0,1,0,1,36000.0
306,140.61,0.0,0,1,0,1,16873.2
307,9.0,0.0,0,0,0,1,1080.0
308,8.62,0.0,0,0,0,1,1034.3999999999999
309,10.0,5.0,1,0,0,0,1200.0
310,99.0,4.1,76,1,0,1,11880.0
311,14.99,4.9,14,0,0,1,1798.8
312,179.0,4.3,29,0,0,1,1790.0
313,22.781,0.0,0,1,0,1,2733.72
314,5.0,4.3,19,0,1,1,600.0
315,9.99,4.5,31,0,0,1,1198.8
316,8.0,0.0,0,0,1,1,960.0
317,97.0,4.0,4,0,0,0,11640.0
318,19.0,4.8,6,1,1,1,2280.0
319,29.0,0.0,0,1,1,1,3480.0
320,99.0,5.0,2,0,1,1,11880.0
321,45.0,0.0,0,0,1,0,5400.0
322,12.99,0.0,0,1,1,0,1558.8
323,1.2,4.5,11,1,1,1,144.0
324,195.0,4.4,17,0,1,0,23400.0
325,8.0,4.8,22,1,0,1,960.0
326,15.0,4.4,116,0,1,1,1800.0
327,200.0,0.0,0,1,0,1,24000.0
328,9.0,3.7,6,0,0,1,1080.0
329,402.21000000000004,0.0,0,0,0,1,48265.200000000004
330,10.0,5.0,1,0,0,1,1200.0
331,7.99,0.0,0,1,0,1,958.8000000000001
332,12.5,4.7,17,1,0,1,1500.0
333,7.99,5.0,13,1,1,1,958.8000000000001
334,28.99,4.7,3,1,0,1,3478.7999999999997
335,50.0,0.0,0,1,1,1,6000.0
336,8.0,0.0,0,0,0,1,960.0
337,15.0,4.7,68,1,0,1,1800.0
338,60.0,4.3,12,1,0,1,7200.0
339,7.5,4.5,1408,1,1,1,900.0
340,24.0,0.0,0,0,0,1,2880.0
341,0.5,0.0,0,0,0,1,60.0
342,10.0,4.7,46,0,1,1,1200.0
343,134.0,4.8,9,0,1,1,16080.0
344,39.0,5.0,1,0,1,1,4680.0
345,1.09,5.0,1,1,0,1,130.8
346,38.150000000000006,0.0,0,0,1,0,4578.000000000001
347,9.0,4.7,29,0,1,1,1080.0
348,9.0,4.8,10,0,0,1,1080.0
349,18.0,0.0,0,1,1,1,2160.0
350,1.5,4.6,16,1,0,1,180.0
351,15000.0,0.0,0,1,0,1,15000.0
352,3000.0,0.0,0,1,0,0,3000.0
353,30.0,0.0,0,0,0,1,3600.0
354,50.0,4.7,17,1,1,1,6000.0
355,17.0,5.0,1,0,0,1,2040.0
356,1200.0,0.0,0,0,1,1,1200.0
357,180.0,4.3,87,0,1,1,21600.0
358,9.99,0.0,0,0,1,1,9.99
359,6.540000000000001,5.0,10,1,1,1,784.8000000000001
360,7.0,4.4,27,1,1,1,840.0
361,16.35,0.0,0,1,0,0,1962.0000000000002
362,21.8,5.0,1,1,0,1,2616.0
363,510.12000000000006,0.0,0,0,0,0,5101.200000000001
364,9.99,3.0,1,0,0,0,1198.8
365,79.99,5.0,1,0,0,0,79.99
366,30.0,0.0,0,1,0,1,3600.0
367,16.35,0.0,0,0,0,0,1962.0000000000002
368,149.0,4.9,7,0,0,1,17880.0
369,25.0,4.2,191,1,1,0,3000.0
370,5.0,5.0,1,0,1,1,600.0
371,190.0,0.0,0,0,0,1,22800.0
372,12.0,0.0,0,1,0,1,1440.0
373,29.0,4.7,3,1,1,1,3480.0
374,9.81,5.0,13,1,1,1,1177.2
375,30.0,0.0,0,0,0,1,3600.0
376,25.0,4.6,60,1,0,1,3000.0
377,36.0,4.1,7,0,0,1,4320.0
378,20.0,3.3,3,1,1,1,200.0
379,49.0,4.4,155,0,1,1,5880.0
380,1.0,4.5,225,1,1,1,120.0
381,45.0,5.0,6,0,0,0,45.0
382,4.0,4.2,12,0,0,0,480.0
383,9.99,4.3,7,0,1,1,1198.8
384,11.0,5.0,2,0,1,0,1320.0
385,3.0,0.0,0,1,0,1,360.0
386,149.0,0.0,0,1,0,1,17880.0
387,45.0,5.0,6,0,0,1,5400.0
388,29.0,0.0,0,0,0,1,290.0
389,20.1,5.0,1,0,0,1,2412.0
390,1.4,0.0,0,0,0,1,168.0
391,15.0,5.0,6,1,1,1,1800.0
392,817.5000000000001,4.7,15,1,1,1,817.5000000000001
393,60.0,4.2,5,0,0,0,7200.0
394,34.88,0.0,0,1,0,1,4185.6
395,240.0,4.6,13,1,0,1,28800.0
396,75.0,5.0,42,1,0,1,9000.0
397,499.0,4.3,3,0,0,1,499.0
398,509.0,4.0,16,0,1,1,5090.0
399,149.95,4.3,10,0,1,1,149.95
400,18.19,0.0,0,0,0,1,2182.8
401,15.0,0.0,0,0,0,1,1800.0
402,6.99,5.0,2,1,1,1,838.8000000000001
403,381.5,5.0,1,0,0,1,45780.0
404,8.0,4.9,7,0,0,1,960.0
405,25000.0,4.6,8,0,0,1,250000.0
406,99.5,3.5,2,1,0,0,99.5
407,7.0,4.6,79,1,1,1,840.0
408,212.55,4.4,7,0,0,1,25506.0
409,75.0,5.0,1,0,0,1,9000.0
410,0.01,4.8,5,1,1,1,1.2
411,65.0,5.0,10,0,0,0,7800.0
412,21.691,0.0,0,1,0,1,2602.92
413,79.0,5.0,3,0,0,1,9480.0
414,15.0,5.0,4,0,0,1,1800.0
415,59.0,5.0,2,1,0,1,7080.0
416,2.0,4.2,17,0,1,1,240.0
417,16.66,0.0,0,0,0,1,1999.2
418,39.0,4.5,130,1,0,1,4680.0
419,32.7,4.7,22,1,1,1,3924.0000000000005
420,1250.0,4.6,249,0,0,1,150000.0
421,199.0,5.0,1,1,0,0,23880.0
422,32.7,5.0,1,0,0,1,3924.0000000000005
423,8.0,4.8,23,1,1,1,960.0
424,45.83,4.5,13,0,1,1,5499.599999999999
425,15.0,4.5,2,0,0,1,1800.0
426,199.0,5.0,4,0,1,1,23880.0
427,25.0,0.0,0,0,0,1,3000.0
428,26.160000000000004,4.6,20,0,1,1,3139.2000000000003
429,89.0,5.0,2,0,1,1,10680.0
430,9.0,4.8,10,0,1,1,1080.0
431,10.0,4.5,30,1,0,1,100.0
432,19.0,4.4,7,0,0,1,2280.0
433,445.0,4.6,132,0,0,0,53400.0
434,30.0,4.4,8,0,0,1,3600.0
435,5.0,0.0,0,0,0,1,50.0
436,480.0,4.3,24,1,0,1,480.0
437,15.0,4.4,5,0,1,1,1800.0
438,29.975,0.0,0,1,0,1,3597.0
439,39.0,4.7,20,0,0,1,4680.0
440,50.0,5.0,2,0,0,1,6000.0
441,390.0,0.0,0,0,0,1,390.0
442,17.985000000000003,5.0,3,1,0,1,2158.2000000000003
443,18.0,0.0,0,1,0,1,2160.0
444,40.0,4.7,598,0,0,1,4800.0
445,10.0,4.8,4,0,0,1,1200.0
446,21.8,0.0,0,0,0,0,2616.0
447,126.74,0.0,0,0,0,0,1267.3999999999999
448,79.0,0.0,0,0,0,0,9480.0
449,8000.0,0.0,0,1,0,0,8000.0
450,50.0,0.0,0,1,1,1,500.0
451,10.2,4.4,414,1,0,1,1224.0
452,0.01,0.0,0,0,0,1,0.01
453,1.09,4.6,11,0,1,1,130.8
454,31.0,4.9,18,0,0,1,3720.0
455,29.0,4.4,72,0,1,1,3480.0
456,20000.0,0.0,0,1,0,1,20000.0
457,99.0,4.7,7,0,0,1,11880.0
458,26.0,0.0,0,0,0,1,3120.0
459,16.35,4.6,24,0,0,1,1962.0000000000002
460,13.97,4.5,275,1,1,1,1676.4
461,26.0,4.6,223,1,0,1,3120.0
462,3.0,0.0,0,0,1,1,360.0
463,5.0,5.0,2,0,0,1,600.0
464,5.0,5.0,3,1,1,1,600.0
465,31.610000000000003,4.5,2,1,0,1,3793.2000000000003
466,12.0,4.9,14,0,1,1,1440.0
467,10.0,4.2,14,1,1,1,1200.0
468,5.45,4.5,27,1,0,0,654.0
469,69.0,4.6,10,0,0,0,69.0
470,12.0,0.0,0,1,1,1,1440.0
471,3.0,5.0,21,1,1,1,360.0
472,20.0,3.7,6,1,1,1,2400.0
473,19.0,4.3,36,1,0,1,2280.0
474,30.0,0.0,0,1,0,1,3600.0
475,2.57,0.0,0,0,0,1,308.4
476,13.5,4.2,5,1,1,1,1620.0
477,300.0,0.0,0,1,0,0,36000.0
478,55.0,4.7,17,1,0,1,6600.0
479,99.0,5.0,1,1,0,1,11880.0
480,9.0,0.0,0,0,0,0,1080.0
481,1000.0,4.1,63,0,0,0,120000.0
482,32.7,4.9,11,1,1,1,327.0
483,4.0,4.0,17,1,0,0,480.0
484,30.0,4.0,166,1,1,1,3600.0
485,53.410000000000004,0.0,0,1,0,1,6409.200000000001
486,21.0,5.0,2,1,0,1,2520.0
487,2.18,4.6,7,1,0,1,261.6
488,0.25,4.7,647,0,0,1,2.5
489,14.95,5.0,1,0,0,0,1794.0
490,5.0,5.0,1,1,1,1,600.0
491,40.0,4.5,45,1,0,0,4800.0
492,35.0,3.8,17,1,1,1,4200.0
493,250.0,0.0,0,1,0,1,30000.0
494,99.99,4.4,20,0,0,1,99.99
495,500.0,4.3,38,1,0,1,60000.0
496,69.0,4.7,3,0,0,1,690.0
497,24.0,4.0,1,0,1,1,2880.0
498,9.0,4.0,1,1,0,1,1080.0
499,39.0,4.6,196,0,0,1,4680.0
500,6.0,0.0,0,0,1,1,720.0
501,20.0,0.0,0,0,0,0,2400.0
502,10000.0,2.8,6,1,0,0,10000.0
503,12.0,3.9,36,1,0,1,1440.0
504,29.0,5.0,1,0,0,1,3480.0
505,5.0,4.9,11,1,0,1,600.0
506,5.0,5.0,1,0,1,0,600.0
507,359.88,0.0,0,0,0,1,3598.8
508,5.0,0.0,0,1,0,0,600.0
509,1000.0,0.0,0,0,0,1,10000.0
510,75.0,0.0,0,0,0,1,9000.0
511,21.8,4.6,7,0,0,1,2616.0
512,5.0,4.0,2,0,0,1,600.0
513,6.9,5.0,2,0,1,1,828.0
514,99.99,4.0,1,1,1,1,11998.8
515,99.0,0.0,0,1,1,0,11880.0
516,5.45,0.0,0,1,1,1,654.0
517,45.0,0.0,0,0,0,1,5400.0
518,59.0,4.7,193,1,0,0,7080.0
519,29.0,4.5,534,1,0,1,3480.0
520,10.5,4.3,117,0,0,1,1260.0
521,39.99,0.0,0,0,1,1,4798.8
522,12.0,5.0,4,0,1,1,1440.0
523,30000.0,5.0,2,1,1,0,300000.0
524,1500.0,4.6,15,0,0,1,15000.0
525,25.0,5.0,1,1,1,0,3000.0
526,75.0,5.0,2,0,0,1,9000.0
527,3.2591000000000006,0.0,0,1,0,1,391.09200000000004
528,999.0,0.0,0,1,0,0,999.0
529,8.0,4.5,4,0,0,1,960.0
530,15.0,4.5,23,0,0,1,1800.0
531,200.0,5.0,1,0,0,1,2000.0
532,10.0,4.0,1,0,0,1,1200.0
533,12.0,5.0,1,0,1,1,1440.0
534,9500.0,0.0,0,1,0,0,9500.0
535,58.0,4.7,12,0,1,1,6960.0
536,49.0,5.0,2,0,1,1,5880.0
537,23.0,5.0,1,0,1,1,2760.0
538,6.0,0.0,0,1,0,1,720.0
539,24.0,4.0,4,1,0,0,2880.0
540,9.0,4.3,3,0,0,1,1080.0
541,1.09,4.8,4,1,1,1,130.8
542,6.9,4.3,66,1,0,1,828.0
543,17.0,4.8,30,1,0,1,2040.0
544,35.0,0.0,0,1,1,1,4200.0
545,19.0,5.0,1,1,0,1,2280.0
546,24.0,4.9,36,1,0,1,2880.0
547,45.0,0.0,0,1,1,1,5400.0
548,25.0,4.1,133,1,0,1,3000.0
549,9.0,5.0,4,0,1,0,1080.0
550,10.0,4.9,18,0,1,1,1200.0
551,23.75,0.0,0,1,1,1,2850.0
552,21.0,0.0,0,0,0,1,2520.0
553,6000.0,0.0,0,1,0,1,6000.0
554,8.0,4.2,12,0,0,1,960.0
555,29.0,5.0,1,1,1,0,3480.0
556,4.99,4.4,24,1,1,1,598.8000000000001
557,9.0,5.0,1,1,0,1,1080.0
558,19.0,4.6,411,0,0,1,2280.0
559,3.0,4.7,3,1,1,1,360.0
560,16.0,3.5,4,1,1,0,1920.0
561,49.95,0.0,0,0,0,1,5994.0
562,5.45,4.7,19,0,1,1,654.0
563,0.66,5.0,3,0,1,1,79.2
564,15.0,4.2,74,0,1,1,1800.0
565,99.0,1.0,1,0,0,1,11880.0
566,10.0,4.6,5,1,1,0,1200.0
567,3999.0,0.0,0,1,0,1,3999.0
568,145.0,0.0,0,1,0,1,17400.0
569,20.0,0.0,0,0,0,1,2400.0
570,699.99,4.8,10,0,1,0,6999.9
571,10.0,0.0,0,1,1,0,100.0
572,15.0,4.5,570,1,1,1,1800.0
573,3.5,0.0,0,0,0,1,420.0
574,225.0,4.5,15,0,1,1,27000.0
575,12.0,4.5,50,0,1,1,1440.0
576,49.0,4.3,3,0,1,0,5880.0
577,7.0,5.0,9,1,1,1,840.0
578,32.7,4.7,16,1,0,0,3924.0000000000005
579,7.0,0.0,0,0,0,1,840.0
580,2499.0,0.0,0,1,0,1,2499.0
581,8.38,0.0,0,0,1,0,1005.6000000000001
582,9.99,4.4,5,0,1,1,1198.8
583,4.0,0.0,0,0,1,1,480.0
584,11.0,4.0,2,1,1,1,1320.0
585,199.0,0.0,0,1,1,1,23880.0
586,120.0,4.4,195,1,1,1,1200.0
587,9.99,0.0,0,0,0,1,1198.8
588,15.260000000000002,5.0,1,1,0,1,1831.2000000000003
589,9.81,4.5,100,0,1,1,1177.2
590,49.0,0.0,0,0,1,1,5880.0
591,500.0,0.0,0,1,0,0,500.0
592,10.791,5.0,3,0,1,1,1294.92
593,9.99,5.0,1,0,1,0,1198.8
594,15.0,0.0,0,0,0,1,1800.0
